stage,route,stageType,profile,team,phase,phaseLabel,rider,card,slot,cost,target,power,packageTotalEffect
4,Carcassonne > Foix,丘陵,hill,Team 06,setup,展開形成,Magnus Cort,坂前誘導,specialty,2,味方エース,3.326,6.76
4,Carcassonne > Foix,丘陵,hill,Team 06,control,勝負所への運搬,Clément Russo,トラブル復帰,basic,1,味方エース,1.082,6.76
4,Carcassonne > Foix,丘陵,hill,Team 06,control,勝負所への運搬,Luke Plapp,平坦牽引,basic,1,味方エース,1.069,6.76
4,Carcassonne > Foix,丘陵,hill,Team 06,control,勝負所への運搬,Wilco Kelderman,山岳牽引,basic,1,味方エース,1.213,6.76
4,Carcassonne > Foix,丘陵,hill,Team 06,control,勝負所への運搬,Magnus Cort,丘陵牽引,basic,1,味方エース,2.161,6.76
4,Carcassonne > Foix,丘陵,hill,Team 06,control,勝負所への運搬,Kamil Gradek,平坦牽引,basic,1,味方エース,1.084,6.76
4,Carcassonne > Foix,丘陵,hill,Team 06,decisive,決着,Jasper Philipsen,車輪キープ,basic,1,本人,1.615,6.76
4,Carcassonne > Foix,丘陵,hill,Team 06,decisive,決着,Arne Marit,最終発射,decisive,3,味方エース,3.845,6.76
4,Carcassonne > Foix,丘陵,hill,Team 06,decisive,決着,Magnus Cort,丘陵牽引,basic,1,味方エース,1.564,6.76
4,Carcassonne > Foix,丘陵,hill,Team 07,setup,展開形成,Remco Evenepoel,登坂リズム,basic,1,本人,1.006,7.083
4,Carcassonne > Foix,丘陵,hill,Team 07,setup,展開形成,Filippo Fiorelli,トレイン加速,specialty,2,味方チーム,2.046,7.083
4,Carcassonne > Foix,丘陵,hill,Team 07,setup,展開形成,Bert Van Lerberghe,位置引き上げ,basic,1,味方エース,1.785,7.083
4,Carcassonne > Foix,丘陵,hill,Team 07,setup,展開形成,Iván Romeo,位置引き上げ,basic,1,味方エース,1.807,7.083
4,Carcassonne > Foix,丘陵,hill,Team 07,control,勝負所への運搬,Remco Evenepoel,登坂ペースアップ,specialty,2,本人,2.542,7.083
4,Carcassonne > Foix,丘陵,hill,Team 07,control,勝負所への運搬,Bert Van Lerberghe,位置引き上げ,basic,1,味方エース,1.298,7.083
4,Carcassonne > Foix,丘陵,hill,Team 07,control,勝負所への運搬,Aurélien Paret-Peintre,山岳牽引,basic,1,味方エース,1.21,7.083
4,Carcassonne > Foix,丘陵,hill,Team 07,control,勝負所への運搬,Iván Romeo,位置引き上げ,basic,1,味方エース,1.319,7.083
4,Carcassonne > Foix,丘陵,hill,Team 07,decisive,決着,Remco Evenepoel,弾丸の独走,decisive,3,本人,5.263,7.083
4,Carcassonne > Foix,丘陵,hill,Team 07,decisive,決着,Bert Van Lerberghe,位置引き上げ,basic,1,味方エース,1.26,7.083
4,Carcassonne > Foix,丘陵,hill,Team 07,decisive,決着,Iván Romeo,位置引き上げ,basic,1,味方エース,1.281,7.083
4,Carcassonne > Foix,丘陵,hill,Team 08,setup,展開形成,Jonas Vingegaard,最後の山岳牽引,specialty,2,味方エース,3.255,8.057
4,Carcassonne > Foix,丘陵,hill,Team 08,setup,展開形成,Lorenzo Rota,位置引き上げ,basic,1,味方エース,1.801,8.057
4,Carcassonne > Foix,丘陵,hill,Team 08,setup,展開形成,Yves Lampaert,パヴェ護衛,basic,1,味方エース,0.963,8.057
4,Carcassonne > Foix,丘陵,hill,Team 08,setup,展開形成,Mike Teunissen,位置引き上げ,basic,1,味方エース,1.811,8.057
4,Carcassonne > Foix,丘陵,hill,Team 08,control,勝負所への運搬,Jonas Vingegaard,最後の山岳牽引,specialty,2,味方エース,3.623,8.057
4,Carcassonne > Foix,丘陵,hill,Team 08,control,勝負所への運搬,Lorenzo Rota,丘陵牽引,basic,1,味方エース,2.178,8.057
4,Carcassonne > Foix,丘陵,hill,Team 08,control,勝負所への運搬,Mike Teunissen,位置引き上げ,basic,1,味方エース,1.322,8.057
4,Carcassonne > Foix,丘陵,hill,Team 08,control,勝負所への運搬,Diego Pescador,山岳牽引,basic,1,味方エース,1.209,8.057
4,Carcassonne > Foix,丘陵,hill,Team 08,decisive,決着,Jonas Vingegaard,山岳王の封鎖,decisive,3,本人,5.135,8.057
4,Carcassonne > Foix,丘陵,hill,Team 08,decisive,決着,Lorenzo Rota,丘陵牽引,basic,1,味方エース,1.581,8.057
4,Carcassonne > Foix,丘陵,hill,Team 08,decisive,決着,Mike Teunissen,位置引き上げ,basic,1,味方エース,1.284,8.057
4,Carcassonne > Foix,丘陵,hill,Team 09,setup,展開形成,Erik Nordsæter Resell,坂前誘導,specialty,2,味方エース,3.117,6.846
4,Carcassonne > Foix,丘陵,hill,Team 09,setup,展開形成,Edward Theuns,位置引き上げ,basic,1,味方エース,1.794,6.846
4,Carcassonne > Foix,丘陵,hill,Team 09,setup,展開形成,Callum Thornley,隊列再編,specialty,2,味方チーム,2.171,6.846
4,Carcassonne > Foix,丘陵,hill,Team 09,control,勝負所への運搬,Edward Planckaert,トラブル復帰,basic,1,味方エース,1.068,6.846
4,Carcassonne > Foix,丘陵,hill,Team 09,control,勝負所への運搬,Erik Nordsæter Resell,丘陵牽引,basic,1,味方エース,2.031,6.846
4,Carcassonne > Foix,丘陵,hill,Team 09,control,勝負所への運搬,Edward Theuns,位置引き上げ,basic,1,味方エース,1.306,6.846
4,Carcassonne > Foix,丘陵,hill,Team 09,control,勝負所への運搬,Callum Thornley,平坦牽引,basic,1,味方エース,1.067,6.846
4,Carcassonne > Foix,丘陵,hill,Team 09,control,勝負所への運搬,Lionel Taminiaux,山岳牽引,basic,1,味方エース,1.202,6.846
4,Carcassonne > Foix,丘陵,hill,Team 09,decisive,決着,Filippo Ganna,車輪キープ,basic,1,本人,1.575,6.846
4,Carcassonne > Foix,丘陵,hill,Team 09,decisive,決着,Erik Nordsæter Resell,丘陵牽引,basic,1,味方エース,1.437,6.846
4,Carcassonne > Foix,丘陵,hill,Team 09,decisive,決着,Albert Withen Philipsen,全開牽引,decisive,3,味方エース,3.818,6.846
4,Carcassonne > Foix,丘陵,hill,Team 10,setup,展開形成,Alberto Bettiol,前方進入,basic,1,本人,0.999,6.998
4,Carcassonne > Foix,丘陵,hill,Team 10,setup,展開形成,Callum Scotson,進路確保,basic,1,味方エース,1.003,6.998
4,Carcassonne > Foix,丘陵,hill,Team 10,setup,展開形成,Davide Ballerini,位置引き上げ,basic,1,味方エース,1.775,6.998
4,Carcassonne > Foix,丘陵,hill,Team 10,setup,展開形成,Jonas Iversby Hvideberg,最後の山岳牽引,specialty,2,味方エース,3.051,6.998
4,Carcassonne > Foix,丘陵,hill,Team 10,control,勝負所への運搬,Callum Scotson,トラブル復帰,basic,1,味方エース,1.087,6.998
4,Carcassonne > Foix,丘陵,hill,Team 10,control,勝負所への運搬,Davide Ballerini,位置引き上げ,basic,1,味方エース,1.288,6.998
4,Carcassonne > Foix,丘陵,hill,Team 10,control,勝負所への運搬,Clément Champoussin,山岳牽引,basic,1,味方エース,1.218,6.998
4,Carcassonne > Foix,丘陵,hill,Team 10,control,勝負所への運搬,Jonas Iversby Hvideberg,最後の山岳牽引,specialty,2,味方エース,3.431,6.998
4,Carcassonne > Foix,丘陵,hill,Team 10,decisive,決着,Davide Ballerini,最終発射,decisive,3,味方エース,3.665,6.998
4,Carcassonne > Foix,丘陵,hill,Team 10,decisive,決着,Jonas Iversby Hvideberg,最後の山岳牽引,specialty,2,味方エース,3.41,6.998
4,Carcassonne > Foix,丘陵,hill,Team 11,setup,展開形成,Léo Bisiaux,進路確保,basic,1,味方エース,0.997,6.471
4,Carcassonne > Foix,丘陵,hill,Team 11,setup,展開形成,Bob Jungels,平坦牽引,basic,1,味方エース,0.97,6.471
4,Carcassonne > Foix,丘陵,hill,Team 11,setup,展開形成,Emiel Verstrynge,位置引き上げ,basic,1,味方エース,1.808,6.471
4,Carcassonne > Foix,丘陵,hill,Team 11,setup,展開形成,Julius van den Berg,位置引き上げ,basic,1,味方エース,1.807,6.471
4,Carcassonne > Foix,丘陵,hill,Team 11,setup,展開形成,Bart Lemmen,平坦牽引,basic,1,味方エース,0.988,6.471
4,Carcassonne > Foix,丘陵,hill,Team 11,control,勝負所への運搬,Léo Bisiaux,トラブル復帰,basic,1,味方エース,1.064,6.471
4,Carcassonne > Foix,丘陵,hill,Team 11,control,勝負所への運搬,Einer Rubio,山岳牽引,basic,1,味方エース,1.202,6.471
4,Carcassonne > Foix,丘陵,hill,Team 11,control,勝負所への運搬,Emiel Verstrynge,位置引き上げ,basic,1,味方エース,1.32,6.471
4,Carcassonne > Foix,丘陵,hill,Team 11,control,勝負所への運搬,Julius van den Berg,位置引き上げ,basic,1,味方エース,1.319,6.471
4,Carcassonne > Foix,丘陵,hill,Team 11,control,勝負所への運搬,Bart Lemmen,平坦牽引,basic,1,味方エース,1.073,6.471
4,Carcassonne > Foix,丘陵,hill,Team 11,decisive,決着,Tim Merlier,車輪キープ,basic,1,本人,1.661,6.471
4,Carcassonne > Foix,丘陵,hill,Team 11,decisive,決着,Nils Politt,全開牽引,decisive,3,味方エース,3.801,6.471
4,Carcassonne > Foix,丘陵,hill,Team 11,decisive,決着,Emiel Verstrynge,位置引き上げ,basic,1,味方エース,1.282,6.471
4,Carcassonne > Foix,丘陵,hill,Team 12,setup,展開形成,Julian Alaphilippe,短坂アタック,specialty,2,本人,4.248,9.163
4,Carcassonne > Foix,丘陵,hill,Team 12,setup,展開形成,Fredrik Dversnes,位置引き上げ,basic,1,味方エース,1.775,9.163
4,Carcassonne > Foix,丘陵,hill,Team 12,setup,展開形成,Juan Pedro López,最後の山岳牽引,specialty,2,味方エース,3.079,9.163
4,Carcassonne > Foix,丘陵,hill,Team 12,control,勝負所への運搬,Julian Alaphilippe,短坂アタック,specialty,2,本人,4.01,9.163
4,Carcassonne > Foix,丘陵,hill,Team 12,control,勝負所への運搬,Darren Rafferty,位置引き上げ,basic,1,味方エース,1.317,9.163
4,Carcassonne > Foix,丘陵,hill,Team 12,control,勝負所への運搬,Jacopo Mosca,最後の山岳牽引,specialty,2,味方エース,3.585,9.163
4,Carcassonne > Foix,丘陵,hill,Team 12,decisive,決着,Julian Alaphilippe,短坂アタック,specialty,2,本人,4.472,9.163
4,Carcassonne > Foix,丘陵,hill,Team 12,decisive,決着,Fredrik Dversnes,位置引き上げ,basic,1,味方エース,1.287,9.163
4,Carcassonne > Foix,丘陵,hill,Team 12,decisive,決着,Juan Pedro López,最後の山岳牽引,specialty,2,味方エース,3.606,9.163
4,Carcassonne > Foix,丘陵,hill,Team 13,setup,展開形成,Paul Seixas,最後の山岳牽引,specialty,2,味方エース,3.187,8.564
4,Carcassonne > Foix,丘陵,hill,Team 13,setup,展開形成,Tao Geoghegan Hart,最後の山岳牽引,specialty,2,味方エース,3.073,8.564
4,Carcassonne > Foix,丘陵,hill,Team 13,setup,展開形成,Dries Van Gestel,位置引き上げ,basic,1,味方エース,1.773,8.564
4,Carcassonne > Foix,丘陵,hill,Team 13,control,勝負所への運搬,Paul Seixas,最後の山岳牽引,specialty,2,味方エース,3.559,8.564
4,Carcassonne > Foix,丘陵,hill,Team 13,control,勝負所への運搬,Tao Geoghegan Hart,最後の山岳牽引,specialty,2,味方エース,3.451,8.564
4,Carcassonne > Foix,丘陵,hill,Team 13,control,勝負所への運搬,Dries Van Gestel,丘陵牽引,basic,1,味方エース,2.118,8.564
4,Carcassonne > Foix,丘陵,hill,Team 13,decisive,決着,Paul Seixas,最後の山岳牽引,specialty,2,味方エース,3.53,8.564
4,Carcassonne > Foix,丘陵,hill,Team 13,decisive,決着,Tao Geoghegan Hart,最後の山岳牽引,specialty,2,味方エース,3.429,8.564
4,Carcassonne > Foix,丘陵,hill,Team 13,decisive,決着,Dries Van Gestel,丘陵牽引,basic,1,味方エース,1.523,8.564
4,Carcassonne > Foix,丘陵,hill,Team 14,setup,展開形成,Juan Ayuso,最後の山岳牽引,specialty,2,味方エース,3.073,8.583
4,Carcassonne > Foix,丘陵,hill,Team 14,setup,展開形成,Johan Jacobs,位置引き上げ,basic,1,味方エース,1.752,8.583
4,Carcassonne > Foix,丘陵,hill,Team 14,setup,展開形成,Guillermo Thomas Silva,坂前誘導,specialty,2,味方エース,3.286,8.583
4,Carcassonne > Foix,丘陵,hill,Team 14,control,勝負所への運搬,Juan Ayuso,最後の山岳牽引,specialty,2,味方エース,3.451,8.583
4,Carcassonne > Foix,丘陵,hill,Team 14,control,勝負所への運搬,Harold Martín López,最後の山岳牽引,specialty,2,味方エース,3.54,8.583
4,Carcassonne > Foix,丘陵,hill,Team 14,control,勝負所への運搬,Guillermo Thomas Silva,丘陵牽引,basic,1,味方エース,2.131,8.583
4,Carcassonne > Foix,丘陵,hill,Team 14,decisive,決着,Juan Ayuso,最後の山岳牽引,specialty,2,味方エース,3.429,8.583
4,Carcassonne > Foix,丘陵,hill,Team 14,decisive,決着,Harold Martín López,最後の山岳牽引,specialty,2,味方エース,3.523,8.583
4,Carcassonne > Foix,丘陵,hill,Team 14,decisive,決着,Guillermo Thomas Silva,丘陵牽引,basic,1,味方エース,1.534,8.583
4,Carcassonne > Foix,丘陵,hill,Team 15,setup,展開形成,Henri-François Renard-Haquin,安全誘導,basic,1,味方エース,1.243,8.409
4,Carcassonne > Foix,丘陵,hill,Team 15,setup,展開形成,Antoine L'Hote,丘越え牽引,specialty,2,味方エース,3.383,8.409
4,Carcassonne > Foix,丘陵,hill,Team 15,setup,展開形成,Georg Zimmermann,最後の山岳牽引,specialty,2,味方エース,3.095,8.409
4,Carcassonne > Foix,丘陵,hill,Team 15,control,勝負所への運搬,Antoine L'Hote,丘越え牽引,specialty,2,味方エース,3.744,8.409
4,Carcassonne > Foix,丘陵,hill,Team 15,control,勝負所への運搬,Brandon Rivera,山岳牽引,basic,1,味方エース,1.202,8.409
4,Carcassonne > Foix,丘陵,hill,Team 15,control,勝負所への運搬,Georg Zimmermann,最後の山岳牽引,specialty,2,味方エース,3.472,8.409
4,Carcassonne > Foix,丘陵,hill,Team 15,decisive,決着,Jonathan Milan,車輪キープ,basic,1,本人,1.633,8.409
4,Carcassonne > Foix,丘陵,hill,Team 15,decisive,決着,Antoine L'Hote,丘越え牽引,specialty,2,味方エース,3.704,8.409
4,Carcassonne > Foix,丘陵,hill,Team 15,decisive,決着,Georg Zimmermann,最後の山岳牽引,specialty,2,味方エース,3.448,8.409
4,Carcassonne > Foix,丘陵,hill,Team 16,setup,展開形成,Cyril Barthe,坂前誘導,specialty,2,味方エース,3.2,8.151
4,Carcassonne > Foix,丘陵,hill,Team 16,setup,展開形成,Anders Foldager,坂前誘導,specialty,2,味方エース,3.22,8.151
4,Carcassonne > Foix,丘陵,hill,Team 16,setup,展開形成,Axel Laurance,位置引き上げ,basic,1,味方エース,1.826,8.151
4,Carcassonne > Foix,丘陵,hill,Team 16,control,勝負所への運搬,Stefan Bissegger,平坦牽引,basic,1,味方エース,1.095,8.151
4,Carcassonne > Foix,丘陵,hill,Team 16,control,勝負所への運搬,Damiano Caruso,山岳牽引,basic,1,味方エース,1.209,8.151
4,Carcassonne > Foix,丘陵,hill,Team 16,control,勝負所への運搬,Cyril Barthe,丘陵牽引,basic,1,味方エース,2.098,8.151
4,Carcassonne > Foix,丘陵,hill,Team 16,control,勝負所への運搬,Anders Foldager,丘陵牽引,basic,1,味方エース,2.125,8.151
4,Carcassonne > Foix,丘陵,hill,Team 16,control,勝負所への運搬,Axel Laurance,丘陵牽引,basic,1,味方エース,2.152,8.151
4,Carcassonne > Foix,丘陵,hill,Team 16,decisive,決着,Olav Kooij,車輪キープ,basic,1,本人,1.636,8.151
4,Carcassonne > Foix,丘陵,hill,Team 16,decisive,決着,Anders Foldager,丘陵封鎖,decisive,3,味方エース,4.554,8.151
4,Carcassonne > Foix,丘陵,hill,Team 16,decisive,決着,Axel Laurance,丘陵牽引,basic,1,味方エース,1.556,8.151
4,Carcassonne > Foix,丘陵,hill,Team 17,setup,展開形成,Arnaud De Lie,丘陵加速,specialty,2,本人,4.302,9.111
4,Carcassonne > Foix,丘陵,hill,Team 17,setup,展開形成,Michał Kwiatkowski,安全誘導,basic,1,味方エース,1.336,9.111
4,Carcassonne > Foix,丘陵,hill,Team 17,setup,展開形成,Carlos Verona,最後の山岳牽引,specialty,2,味方エース,3.024,9.111
4,Carcassonne > Foix,丘陵,hill,Team 17,control,勝負所への運搬,Arnaud De Lie,丘陵加速,specialty,2,本人,4.061,9.111
4,Carcassonne > Foix,丘陵,hill,Team 17,control,勝負所への運搬,Carlos Verona,最後の山岳牽引,specialty,2,味方エース,3.404,9.111
4,Carcassonne > Foix,丘陵,hill,Team 17,control,勝負所への運搬,Gianmarco Garofoli,山岳牽引,basic,1,味方エース,1.216,9.111
4,Carcassonne > Foix,丘陵,hill,Team 17,decisive,決着,Arnaud De Lie,猛牛の突進,decisive,3,本人,6.261,9.111
4,Carcassonne > Foix,丘陵,hill,Team 17,decisive,決着,Carlos Verona,最後の山岳牽引,specialty,2,味方エース,3.385,9.111
4,Carcassonne > Foix,丘陵,hill,Team 18,setup,展開形成,Egan Bernal,頂上前加速,specialty,2,本人,2.475,6.845
4,Carcassonne > Foix,丘陵,hill,Team 18,setup,展開形成,Filippo Conca,トレイン加速,specialty,2,味方チーム,2.094,6.845
4,Carcassonne > Foix,丘陵,hill,Team 18,setup,展開形成,Johannes Staune-Mittet,位置引き上げ,basic,1,味方エース,1.749,6.845
4,Carcassonne > Foix,丘陵,hill,Team 18,control,勝負所への運搬,Egan Bernal,登坂ペースアップ,specialty,2,本人,2.326,6.845
4,Carcassonne > Foix,丘陵,hill,Team 18,control,勝負所への運搬,Marc Soler,山岳牽引,basic,1,味方エース,1.204,6.845
4,Carcassonne > Foix,丘陵,hill,Team 18,control,勝負所への運搬,Johannes Staune-Mittet,丘陵牽引,basic,1,味方エース,2.098,6.845
4,Carcassonne > Foix,丘陵,hill,Team 18,control,勝負所への運搬,Alastair Mackellar,山岳牽引,basic,1,味方エース,1.201,6.845
4,Carcassonne > Foix,丘陵,hill,Team 18,decisive,決着,Egan Bernal,若き王の帰還,decisive,3,本人,4.897,6.845
4,Carcassonne > Foix,丘陵,hill,Team 18,decisive,決着,Filippo Conca,トレイン加速,specialty,2,味方チーム,2.252,6.845
4,Carcassonne > Foix,丘陵,hill,Team 19,setup,展開形成,Isaac del Toro,最後の山岳牽引,specialty,2,味方エース,3.064,7.671
4,Carcassonne > Foix,丘陵,hill,Team 19,setup,展開形成,Alessandro Covi,風よけ,basic,1,味方エース,0.976,7.671
4,Carcassonne > Foix,丘陵,hill,Team 19,setup,展開形成,Casper van Uden,位置引き上げ,basic,1,味方エース,1.799,7.671
4,Carcassonne > Foix,丘陵,hill,Team 19,setup,展開形成,Christopher Juul-Jensen,平坦牽引,basic,1,味方エース,0.986,7.671
4,Carcassonne > Foix,丘陵,hill,Team 19,control,勝負所への運搬,Isaac del Toro,最後の山岳牽引,specialty,2,味方エース,3.443,7.671
4,Carcassonne > Foix,丘陵,hill,Team 19,control,勝負所への運搬,Sepp Kuss,山岳牽引,basic,1,味方エース,1.25,7.671
4,Carcassonne > Foix,丘陵,hill,Team 19,control,勝負所への運搬,Casper van Uden,位置引き上げ,basic,1,味方エース,1.312,7.671
4,Carcassonne > Foix,丘陵,hill,Team 19,control,勝負所への運搬,Christopher Juul-Jensen,平坦牽引,basic,1,味方エース,1.071,7.671
4,Carcassonne > Foix,丘陵,hill,Team 19,decisive,決着,Isaac del Toro,最後の山岳牽引,specialty,2,味方エース,3.421,7.671
4,Carcassonne > Foix,丘陵,hill,Team 19,decisive,決着,Sepp Kuss,山岳献身,decisive,3,味方エース,5.116,7.671
4,Carcassonne > Foix,丘陵,hill,Team 20,setup,展開形成,Iván García Cortina,進路確保,basic,1,味方エース,1.008,7.511
4,Carcassonne > Foix,丘陵,hill,Team 20,setup,展開形成,Gonzalo Serrano,位置引き上げ,basic,1,味方エース,1.773,7.511
4,Carcassonne > Foix,丘陵,hill,Team 20,setup,展開形成,Madis Mihkels,坂前誘導,specialty,2,味方エース,3.297,7.511
4,Carcassonne > Foix,丘陵,hill,Team 20,setup,展開形成,Andreas Kron,位置引き上げ,basic,1,味方エース,1.812,7.511
4,Carcassonne > Foix,丘陵,hill,Team 20,control,勝負所への運搬,Gonzalo Serrano,丘陵牽引,basic,1,味方エース,2.117,7.511
4,Carcassonne > Foix,丘陵,hill,Team 20,control,勝負所への運搬,Madis Mihkels,丘陵牽引,basic,1,味方エース,2.101,7.511
4,Carcassonne > Foix,丘陵,hill,Team 20,control,勝負所への運搬,Andreas Kron,位置引き上げ,basic,1,味方エース,1.324,7.511
4,Carcassonne > Foix,丘陵,hill,Team 20,control,勝負所への運搬,Matthew Riccitello,山岳牽引,basic,1,味方エース,1.228,7.511
4,Carcassonne > Foix,丘陵,hill,Team 20,control,勝負所への運搬,Casper Pedersen,平坦牽引,basic,1,味方エース,1.088,7.511
4,Carcassonne > Foix,丘陵,hill,Team 20,decisive,決着,Biniam Girmay,車輪キープ,basic,1,本人,1.653,7.511
4,Carcassonne > Foix,丘陵,hill,Team 20,decisive,決着,Gonzalo Serrano,丘陵牽引,basic,1,味方エース,1.522,7.511
4,Carcassonne > Foix,丘陵,hill,Team 20,decisive,決着,Madis Mihkels,坂前誘導,specialty,2,味方エース,2.608,7.511
4,Carcassonne > Foix,丘陵,hill,Team 20,decisive,決着,Andreas Kron,位置引き上げ,basic,1,味方エース,1.286,7.511
5,Lannemezan > Pau,平坦,flat,Team 01,setup,展開形成,Mads Pedersen,車輪キープ,basic,1,本人,2.095,10.558
5,Lannemezan > Pau,平坦,flat,Team 01,setup,展開形成,Alessandro Borgo,平坦牽引,basic,1,味方エース,1.879,10.558
5,Lannemezan > Pau,平坦,flat,Team 01,setup,展開形成,Johan Price-Pejtersen,平坦牽引,basic,1,味方エース,2.068,10.558
5,Lannemezan > Pau,平坦,flat,Team 01,setup,展開形成,Jonas Rickaert,高速リードアウト,specialty,2,味方エース,4.141,10.558
5,Lannemezan > Pau,平坦,flat,Team 01,control,勝負所への運搬,Mads Pedersen,高速巡航,specialty,2,本人,4.185,10.558
5,Lannemezan > Pau,平坦,flat,Team 01,control,勝負所への運搬,Alessandro Borgo,平坦牽引,basic,1,味方エース,1.939,10.558
5,Lannemezan > Pau,平坦,flat,Team 01,control,勝負所への運搬,Johan Price-Pejtersen,平坦牽引,basic,1,味方エース,2.123,10.558
5,Lannemezan > Pau,平坦,flat,Team 01,control,勝負所への運搬,Jonas Rickaert,平坦牽引,basic,1,味方エース,1.814,10.558
5,Lannemezan > Pau,平坦,flat,Team 01,decisive,決着,Mads Pedersen,車輪キープ,basic,1,本人,2.619,10.558
5,Lannemezan > Pau,平坦,flat,Team 01,decisive,決着,Johan Price-Pejtersen,平坦牽引,basic,1,味方エース,1.527,10.558
5,Lannemezan > Pau,平坦,flat,Team 01,decisive,決着,Jonas Rickaert,最終発射,decisive,3,味方エース,6.951,10.558
5,Lannemezan > Pau,平坦,flat,Team 02,setup,展開形成,Jasper De Buyst,高速リードアウト,specialty,2,味方エース,4.011,10.321
5,Lannemezan > Pau,平坦,flat,Team 02,setup,展開形成,Nikias Arndt,高速リードアウト,specialty,2,味方エース,4.05,10.321
5,Lannemezan > Pau,平坦,flat,Team 02,setup,展開形成,Vegard Stake Laengen,平坦牽引,basic,1,味方エース,1.912,10.321
5,Lannemezan > Pau,平坦,flat,Team 02,control,勝負所への運搬,Jordan Labrosse,平坦牽引,basic,1,味方エース,1.944,10.321
5,Lannemezan > Pau,平坦,flat,Team 02,control,勝負所への運搬,Jasper De Buyst,平坦牽引,basic,1,味方エース,1.763,10.321
5,Lannemezan > Pau,平坦,flat,Team 02,control,勝負所への運搬,Nikias Arndt,平坦牽引,basic,1,味方エース,1.787,10.321
5,Lannemezan > Pau,平坦,flat,Team 02,control,勝負所への運搬,Mikkel Bjerg,平坦牽引,basic,1,味方エース,1.998,10.321
5,Lannemezan > Pau,平坦,flat,Team 02,control,勝負所への運搬,Vegard Stake Laengen,平坦牽引,basic,1,味方エース,1.972,10.321
5,Lannemezan > Pau,平坦,flat,Team 02,decisive,決着,Floris Van Tricht,高速リードアウト,specialty,2,味方エース,4.035,10.321
5,Lannemezan > Pau,平坦,flat,Team 02,decisive,決着,Nikias Arndt,最終発射,decisive,3,味方エース,7.05,10.321
5,Lannemezan > Pau,平坦,flat,Team 03,setup,展開形成,Remi Cavagna,高速牽引,specialty,2,味方エース,3.452,9.035
5,Lannemezan > Pau,平坦,flat,Team 03,setup,展開形成,Danny van Poppel,高速リードアウト,specialty,2,味方エース,4.113,9.035
5,Lannemezan > Pau,平坦,flat,Team 03,setup,展開形成,Edoardo Zambanini,風よけ,basic,1,味方エース,1.538,9.035
5,Lannemezan > Pau,平坦,flat,Team 03,control,勝負所への運搬,Gleb Syritsa,トラブル復帰,basic,1,味方エース,1.278,9.035
5,Lannemezan > Pau,平坦,flat,Team 03,control,勝負所への運搬,Remi Cavagna,ローテーション牽引,specialty,2,味方エース,3.384,9.035
5,Lannemezan > Pau,平坦,flat,Team 03,control,勝負所への運搬,Danny van Poppel,高速リードアウト,specialty,2,味方エース,3.458,9.035
5,Lannemezan > Pau,平坦,flat,Team 03,decisive,決着,Remi Cavagna,ローテーション牽引,specialty,2,味方エース,2.666,9.035
5,Lannemezan > Pau,平坦,flat,Team 03,decisive,決着,Danny van Poppel,最終発射,decisive,3,味方エース,6.941,9.035
5,Lannemezan > Pau,平坦,flat,Team 04,setup,展開形成,Luke Durbridge,高速牽引,specialty,2,味方エース,3.471,9.399
5,Lannemezan > Pau,平坦,flat,Team 04,setup,展開形成,Luka Mezgec,高速リードアウト,specialty,2,味方エース,4.15,9.399
5,Lannemezan > Pau,平坦,flat,Team 04,setup,展開形成,Carlos Canal,位置引き上げ,basic,1,味方エース,1.336,9.399
5,Lannemezan > Pau,平坦,flat,Team 04,control,勝負所への運搬,Luke Durbridge,ローテーション牽引,specialty,2,味方エース,3.402,9.399
5,Lannemezan > Pau,平坦,flat,Team 04,control,勝負所への運搬,Luka Mezgec,高速リードアウト,specialty,2,味方エース,3.493,9.399
5,Lannemezan > Pau,平坦,flat,Team 04,control,勝負所への運搬,Frank van den Broek,トラブル復帰,basic,1,味方エース,1.251,9.399
5,Lannemezan > Pau,平坦,flat,Team 04,decisive,決着,Luka Mezgec,高速リードアウト,specialty,2,味方エース,3.986,9.399
5,Lannemezan > Pau,平坦,flat,Team 04,decisive,決着,Carlos Canal,最終発射,decisive,3,味方エース,6.495,9.399
5,Lannemezan > Pau,平坦,flat,Team 05,setup,展開形成,Kasper Asgreen,平坦牽引,basic,1,味方エース,1.927,9.362
5,Lannemezan > Pau,平坦,flat,Team 05,setup,展開形成,Jan Tratnik,高速牽引,specialty,2,味方エース,3.458,9.362
5,Lannemezan > Pau,平坦,flat,Team 05,setup,展開形成,Simone Consonni,高速リードアウト,specialty,2,味方エース,4.079,9.362
5,Lannemezan > Pau,平坦,flat,Team 05,control,勝負所への運搬,Kasper Asgreen,ローテーション牽引,specialty,2,味方エース,3.475,9.362
5,Lannemezan > Pau,平坦,flat,Team 05,control,勝負所への運搬,Jan Tratnik,平坦牽引,basic,1,味方エース,1.944,9.362
5,Lannemezan > Pau,平坦,flat,Team 05,control,勝負所への運搬,Simone Consonni,高速リードアウト,specialty,2,味方エース,3.426,9.362
5,Lannemezan > Pau,平坦,flat,Team 05,decisive,決着,Kasper Asgreen,ローテーション牽引,specialty,2,味方エース,2.757,9.362
5,Lannemezan > Pau,平坦,flat,Team 05,decisive,決着,Simone Consonni,最終発射,decisive,3,味方エース,6.892,9.362
5,Lannemezan > Pau,平坦,flat,Team 06,setup,展開形成,Jasper Philipsen,高速リードアウト,specialty,2,味方エース,4.166,11.022
